选课号,课程,开课校区,授课方式,授课老师,学分,总学时,限选人数,上课教室,课程类型,上课时间
"03002012","物理化学实验 I2","崂山校区","实验","张霞","2.5","80","21","","Specialty","1-17周 二(5-8节)",
"03002013","物理化学实验 I2","崂山校区","实验","张大海","2.5","80","21","","Specialty","1-17周 一(10-12节)",
"03002014","物理化学实验 I2","崂山校区","实验","钟莲","2.5","80","21","","Specialty","1-17周 五(5-8节)",
"03002015","物理化学实验 I2","崂山校区","实验","钟莲","2.5","80","21","","Specialty","1-17周 五(10-12节)",
"03002047","仪器分析实验 I","崂山校区","实验","张传松 张栋梅","2.0","64","17","","Specialty","1-17周 五(5-8节)",
"03002048","仪器分析实验 I","崂山校区","实验","陈岩 周立敏","2.0","64","17","","Specialty","1-17周 三(10-12节)",
"03002049","仪器分析实验 I","崂山校区","实验","简慧敏 张岩","2.0","64","17","","Specialty","1-17周 三(5-8节)",
"03002050","仪器分析实验 I","崂山校区","实验","孟春霞","2.0","64","17","","Specialty","1-17周 二(5-8节)",
"03002051","仪器分析实验 I","崂山校区","实验","陈国博","2.0","64","17","","Specialty","1-17周 四(10-12节)",
"03002052","仪器分析实验 I","崂山校区","实验","张洪海","2.0","64","17","","Specialty","1-17周 二(10-12节)",
"03002004","化工原理 II","崂山校区","讲授","贾玉香","3.0","48","90","","Specialty","1-17周 一(5-7节)",
"03002053","机械制图","崂山校区","讲授","付云朋","2.0","32","70","4506","Specialty","1-17周 四(1-2节)",
"03002028","结构化学","崂山校区","讲授","夏树伟","3.0","48","54","4506","Specialty","1-17周 二(1-2节)双",
"","","","","","","","","4506","Specialty","1-17周 五(3-4节)",
"03002029","结构化学","崂山校区","讲授","仇萌","3.0","48","54","4508","Specialty","1-17周 二(1-2节)双",
"","","","","","","","","4508","Specialty","1-17周 五(3-4节)",
"03002019","有机波谱分析","崂山校区","讲授","陆小兰","3.0","48","51","4508","Specialty","1-17周 三(3-4节)",
"","","","","","","","","4508","Specialty","1-17周 五(1-2节)单",
"03002020","有机波谱分析","崂山校区","讲授","张宏宇","3.0","48","51","4506","Specialty","1-17周 三(3-4节)",
"","","","","","","","","4506","Specialty","1-17周 五(1-2节)单",
"03002008","精细化学品化学","崂山校区","讲授","张宏宇","2.0","32","70","4505","Specialty","1-17周 二(1-2节)",
"03002018","应用电化学","崂山校区","讲授","曹晓燕","2.0","32","70","4506","Specialty","1-17周 四(3-4节)",
"03002002","海洋腐蚀与防护技术","崂山校区","讲授","杜敏","2.0","32","70","4508","Specialty","1-17周 一(3-4节)",
"03002001","毕业论文","崂山校区","其他","夏树伟","12.0","0","125","","Specialty","1-8周",
"03002021","海水分析化学","崂山校区","讲授","韩秀荣","2.0","32","54","4505","Specialty","1-9周 二(3-4节)",
"","","","","","","","","4505","Specialty","1-9周 四(3-4节)",
"03002022","海水分析化学","崂山校区","讲授","李雁宾","2.0","32","54","4508","Specialty","1-9周 二(3-4节)",
"","","","","","","","","4508","Specialty","1-9周 四(3-4节)",
"03002007","计算机在化学中的应用","崂山校区","讲授","陈国博","2.0","32","60","4505","Specialty","1-17周 四(1-2节)",
"03002005","化工原理实验 II","崂山校区","实验","贾玉香","0.5","16","20","","Specialty","1-17周 二(5-8节)",
"03002006","化工原理实验 II","崂山校区","实验","贾玉香","0.5","16","20","","Specialty","1-17周 三(5-8节)",
"03002027","海洋化学进展","崂山校区","讲授","刘素美 于良民 庄光超","1.5","24","90","","Specialty","1-12周 五(1-2节)",
"03002003","海洋环境化学","崂山校区","讲授","梁生康","2.0","32","70","","Specialty","1-17周 二(1-2节)",
"03002023","海水分析化学实验","崂山校区","实验","韩秀荣","1.5","54","20","","Specialty","3-14周 一(5-8节)",
"03002024","海水分析化学实验","崂山校区","实验","葛田田","1.5","54","20","","Specialty","3-14周 二(5-8节)",
"03002025","海水分析化学实验","崂山校区","实验","李雁宾","1.5","54","20","","Specialty","3-14周 五(5-8节)",
"03002026","海洋化学调查方法与数据处理","崂山校区","讲授","张传松","2.0","32","70","4505","Specialty","10-17周 二(3-4节)",
"","","","","","","","","4505","Specialty","10-17周 四(3-4节)",
"17001020","电工电子学","西海岸校区","讲授","刘建丽","2.5","48","100","","Specialty","1-17周 二(5-7节)",
"17001021","电化学基础","西海岸校区","讲授","陈经纬","2.0","32","100","","Specialty","1-17周 四(3-4节)",
"17001001","有机化学Ⅰ","崂山校区","讲授","吴敬一","2.0","32","50","6206","Specialty","1-17周 三(3-4节)",
"17001048","有机化学Ⅰ","崂山校区","讲授","李燚周","2.0","32","50","6205","Specialty","1-17周 五(3-4节)",
"17001023","环境化学","西海岸校区","讲授","初蕾","2.0","32","20","北425/426","Specialty","1-17周 一(3-4节)",
"17001025","晶体化学","西海岸校区","讲授","吴平伟","2.0","32","20","北427/428","Specialty","1-17周 三(1-2节)",
"17001022","固体化学","西海岸校区","讲授","黄明华","2.0","32","20","北425/426","Specialty","1-17周 二(1-2节)",
"17001006","材料研究方法与测试技术","西海岸校区","讲授","于美燕","4.0","64","43","北423/424","Specialty","1-17周 一(5-6节)",
"","","","","","","","","北423/424","Specialty","1-17周 三(5-6节)",
"17001018","材料工程基础","西海岸校区","讲授","王巍","4.0","64","51","北425/426","Specialty","1-17周 三(3-4节)",
"","","","","","","","","北425/426","Specialty","1-17周 五(3-4节)",
"17001012","海洋工程材料","西海岸校区","讲授","黄翔","2.0","32","20","北423/424","Specialty","1-17周 五(3-4节)",
"17001019","材料科学基础实验","西海岸校区","讲授","雷黎 满成","2.0","64","51","","Specialty","1-17周 一(5-8节)",
"17001015","金属连接概论","西海岸校区","讲授","李文","2.0","32","20","北423/424","Specialty","1-17周 三(1-2节)",
"17001026","精细陶瓷","西海岸校区","讲授","时婧","2.0","32","20","北425/426","Specialty","1-17周 二(3-4节)",
"17001011","光电子材料与器件","西海岸校区","讲授","满成","2.0","32","20","北423/424","Specialty","1-17周 一(1-2节)",
"17001009","复合材料概论","西海岸校区","讲授","田进涛","2.0","32","20","北423/424","Specialty","1-17周 四(3-4节)",
"17001003","薄膜材料与技术","西海岸校区","讲授","史志成","2.0","32","20","北423/424","Specialty","1-17周 三(3-4节)",
"17001014","海洋涂层技术与工艺","西海岸校区","讲授","侯春朝","2.0","32","20","北423/424","Specialty","1-17周 三(7-8节)",
"17001004","材料表面工程","西海岸校区","讲授","刘飞亚","2.0","32","20","北423/424","Specialty","1-17周 二(7-8节)",
"17001013","海洋可再生能源概论","西海岸校区","讲授","李潇逸","2.0","32","20","北423/424","Specialty","1-17周 五(1-2节)",
"17001008","多孔能源与催化材料","西海岸校区","讲授","刘帅","2.0","32","20","北423/424","Specialty","1-17周 五(5-6节)",
"17001016","膜材料与电化学器件","西海岸校区","讲授","金永成","2.0","32","20","北423/424","Specialty","1-17周 一(3-4节)",
"17001002","毕业设计（论文）","西海岸校区","讲授","史志成","12.0","0","48","","Specialty","1-6周",
"17001007","超微粉的制备与应用","西海岸校区","讲授","黄翔","2.0","32","20","北423/424","Specialty","1-17周 二(5-6节)",
"17001024","晶体材料制备原理与技术","西海岸校区","讲授","吴平伟","2.0","32","20","","Specialty","1-17周 三(5-6节)",
"17001029","高分子材料改性","西海岸校区","讲授","陈海燕","2.0","32","20","北427/428","Specialty","1-17周 二(3-4节)",
"17001005","材料失效分析","西海岸校区","讲授","时婧","2.0","32","20","北423/424","Specialty","1-17周 二(1-2节)",
"17001037","聚合物流变学基础","西海岸校区","讲授","靳凯","2.0","32","20","北427/428","Specialty","1-17周 五(7-8节)",
"17001035","聚合物表征与分析","西海岸校区","讲授","李海艳 于美燕","3.5","64","35","北427/428","Specialty","1-17周 一(3-4节)",
"","","","","","","","","北427/428","Specialty","1-17周 三(3-4节)",
"05001048","大学物理Ⅲ1","鱼山校区","讲授","王峰","3.0","48","28","0206","Specialty","1-17周 二(1-2节)双",
"","","","","","","","","0206","Specialty","1-17周 四(1-2节)",
"05001049","大学物理实验1","鱼山校区","讲授","李冬萍","1.5","48","28","","Specialty","2-17周 五(5-7节)",
"05001036","动物生物学","崂山校区","讲授","朱丽岩","3.0","48","29","5508","Specialty","1-17周 三(5-7节)",
"05001104","动物生物学","崂山校区","讲授","许恒龙","3.0","48","29","5509","Specialty","1-17周 三(5-7节)",
"05001105","动物生物学","崂山校区","讲授","王静","3.0","48","29","5508","Specialty","1-17周 一(5-7节)",
"05001106","动物生物学","崂山校区","讲授","吴志强","3.0","48","29","5509","Specialty","1-17周 一(5-7节)",
"05001107","动物生物学","崂山校区","讲授","连姗姗","3.0","48","29","5508","Specialty","1-17周 五(5-7节)",
"05001076","细胞生物学","鱼山校区","讲授","樊廷俊","3.0","48","28","0208","Specialty","1-17周 一(5-7节)",
"05001140","细胞生物学","鱼山校区","讲授","姜国建","3.0","48","28","0503","Specialty","1-17周 二(5-7节)",
"05001141","细胞生物学","鱼山校区","讲授","于苗苗 徐彬","3.0","48","28","0502","Specialty","1-17周 二(5-7节)",
"05001144","细胞生物学","鱼山校区","讲授","赵君","3.0","48","28","0503","Specialty","1-17周 三(5-7节)",
"05001145","细胞生物学","鱼山校区","讲授","葛源","3.0","48","28","0206","Specialty","1-17周 五(5-7节)",
"05001146","细胞生物学","鱼山校区","讲授","徐彬 于苗苗","3.0","48","28","0208","Specialty","1-17周 五(5-7节)",
"05001045","分子生物学","鱼山校区","讲授","杨官品 郭栗","3.0","48","28","0206","Specialty","1-17周 二(5-7节)",
"05001072","生化与分子生物学实验Ⅱ","鱼山校区","讲授","邢强","1.0","32","30","","Specialty","5-12周 二(10-12节)",
"05001130","生化与分子生物学实验Ⅱ","鱼山校区","讲授","孔凡娜","1.0","32","30","","Specialty","5-12周 三(5-8节)",
"05001131","生化与分子生物学实验Ⅱ","鱼山校区","讲授","王师 张玲玲","1.0","32","30","","Specialty","5-12周 五(5-8节)",
"05001132","生化与分子生物学实验Ⅱ","鱼山校区","讲授","王华龙","1.0","32","30","","Specialty","5-12周 一(5-8节)",
"05001133","生化与分子生物学实验Ⅱ","鱼山校区","讲授","吕佳","1.0","32","30","","Specialty","5-12周 五(5-8节)",
"05001052","普通生物学实验Ⅱ","鱼山校区","讲授","刘云 孙嘉辰","1.0","32","28","","Specialty","4-15周 六(1-2节)",
"05001046","生化与分子生物学实验Ⅱ","鱼山校区","讲授","程晓杰","1.0","32","28","","Specialty","5-12周 二(5-8节)",
"05001016","免疫学","鱼山校区","讲授","汲广东 刘振辉","2.0","32","50","0207","Specialty","1-17周 二(3-4节)",
"05001062","免疫学","鱼山校区","讲授","刘振辉 汲广东","2.0","32","50","0502","Specialty","1-17周 四(3-4节)",
"05001053","病毒学","鱼山校区","讲授","汪岷","2.0","32","50","0408","Specialty","1-17周 五(3-4节)",
"05001009","发育生物学","鱼山校区","讲授","梁宇君","2.0","32","30","0502","Specialty","1-17周 一(3-4节)",
"05001153","发育生物学","鱼山校区","讲授","秦贞奎","2.0","32","30","0503","Specialty","1-17周 一(3-4节)",
"05001157","发育生物学","鱼山校区","讲授","张宇","2.0","32","30","0408","Specialty","1-17周 一(5-6节)",
"05001073","生物统计学","鱼山校区","讲授","李岿然 晨曦","3.5","64","50","0208","Specialty","1-17周 一(3-4节)",
"","","","","","","","","0208","Specialty","1-17周 三(3-4节)",
"05001138","生物统计学","鱼山校区","讲授","曾静 殷效申","3.5","64","50","0408","Specialty","1-17周 一(3-4节)",
"","","","","","","","","0408","Specialty","1-17周 三(3-4节)",
"05001139","生物统计学","鱼山校区","讲授","曾启繁 孙岩","3.5","64","50","0207","Specialty","1-17周 一(3-4节)",
"","","","","","","","","0207","Specialty","1-17周 三(3-4节)",
"05001038","发育生物学","鱼山校区","讲授","董波 于海燕","2.0","32","25","0206","Specialty","1-17周 一(1-2节)",
"05001042","生物信息学","鱼山校区","讲授","梁彦韬 张伟鹏","2.5","48","25","0408","Specialty","1-17周 五(5-7节)",
"05001043","衰老生物学","鱼山校区","讲授","高瞻","2.0","32","25","","Specialty","1-17周 三(3-4节)",
"05001159","衰老生物学","鱼山校区","讲授","高瞻","2.0","32","60","0502","Specialty","1-17周 三(1-2节)",
"05001047","细胞生物学","鱼山校区","讲授","杨秀霞 董波","3.0","48","28","0208","Specialty","1-17周 三(5-7节)",
"05001147","细胞与遗传实验Ⅰ","鱼山校区","讲授","姜国建","2.0","64","28","","Specialty","1-17周 一(5-8节)",
"05001148","细胞与遗传实验Ⅰ","鱼山校区","讲授","葛源","2.0","64","28","","Specialty","1-17周 二(5-8节)",
"05001149","细胞与遗传实验Ⅰ","鱼山校区","讲授","于苗苗","2.0","64","28","","Specialty","1-17周 三(5-8节)",
"05001150","细胞与遗传实验Ⅰ","鱼山校区","讲授","徐彬","2.0","64","28","","Specialty","1-17周 二(1-4节)",
"05001151","细胞与遗传实验Ⅰ","鱼山校区","讲授","赵君","2.0","64","28","","Specialty","1-17周 五(5-8节)",
"05001152","细胞与遗传实验Ⅰ","鱼山校区","讲授","杨堃峰","2.0","64","28","","Specialty","1-17周 六(1-4节)",
"05003025","系统生物学","鱼山校区","讲授","隗健凯","2.0","32","50","","Specialty","1-17周 三(7-8节)",
"05001074","衰老生物学","鱼山校区","讲授","高瞻","2.0","32","60","0207","Specialty","1-17周 三(1-2节)",
"05001041","神经生物学","鱼山校区","讲授","赵呈天","2.0","32","25","0502","Specialty","1-17周 五(3-4节)",
"05001039","科研方法论","鱼山校区","讲授","汝少国","2.0","48","25","0207","Specialty","1-17周 一(5-6节)",
"05001015","科研方法论","鱼山校区","讲授","崔鹏飞","2.0","48","30","0206","Specialty","1-17周 三(7-8节)",
"05001061","科研方法论","鱼山校区","讲授","王惟薇","2.0","48","30","0206","Specialty","1-17周 一(7-8节)",
"05001083","科研方法论","鱼山校区","讲授","张晓娜","2.0","48","30","0408","Specialty","1-17周 二(3-4节)",
"05001154","科研方法论","鱼山校区","讲授","王军","2.0","48","30","0503","Specialty","1-17周 四(3-4节)",
"05001155","科研方法论","鱼山校区","讲授","熊久强","2.0","48","30","0206","Specialty","1-17周 三(3-4节)",
"05001114","微生物工程","鱼山校区","讲授","李静","2.0","32","60","0207","Specialty","1-17周 一(1-2节)",
"05001093","藻类遗传与育种","鱼山校区","讲授","臧晓南 刘福利","2.0","32","50","","Specialty","1-17周 二(7-8节)",
"05001013","基因组学","鱼山校区","讲授","胡国斌","2.0","32","30","0208","Specialty","1-17周 三(1-2节)",
"05001059","基因组学","鱼山校区","讲授","包立随","2.0","32","30","0206","Specialty","1-17周 三(1-2节)",
"05001020","生物信息学","鱼山校区","讲授","焦文倩","2.5","48","30","0503","Specialty","1-17周 一(5-7节)",
"05001156","生物信息学","鱼山校区","讲授","张建业","2.5","48","30","0207","Specialty","1-17周 五(5-7节)",
