选课号,课程,开课校区,授课方式,授课老师,学分,总学时,限选人数,上课教室,课程类型,上课时间
"","","","","","","","","","Specialty","1-17周 四(4节)",
"18004104","器乐、声乐Ⅳ-2","鱼山校区","讲授","王莹莹","1.5","32","48","","Specialty","1-17周 三(6节)",
"","","","","","","","","","Specialty","1-17周 三(7-8节)",
"18004105","器乐、声乐Ⅳ-2","鱼山校区","讲授","隋天开","1.5","32","48","","Specialty","1-17周",
"18004106","器乐、声乐Ⅳ-2","鱼山校区","讲授","邹允","1.5","32","48","","Specialty","1-17周",
"18004107","器乐、声乐Ⅳ-2","鱼山校区","讲授","李丕宏","1.5","32","48","","Specialty","1-17周",
"18004108","器乐、声乐Ⅳ-2","鱼山校区","讲授","王云飞","1.5","32","48","","Specialty","1-17周 三(1节)",
"","","","","","","","","","Specialty","1-17周 三(10节)",
"18004109","器乐、声乐Ⅳ-2","鱼山校区","讲授","盖尧","1.5","32","48","","Specialty","1-17周 五(3-4节)",
"","","","","","","","","","Specialty","1-17周 五(5-6节)",
"18004110","器乐、声乐Ⅳ-2","鱼山校区","讲授","宁燕","1.5","32","48","","Specialty","1-17周 五(10-12节)",
"18004111","器乐、声乐Ⅳ-2","鱼山校区","讲授","郭亮","1.5","32","48","","Specialty","1-17周 三(3节)",
"18004112","器乐、声乐Ⅳ-2","鱼山校区","讲授","王媛","1.5","32","48","","Specialty","1-17周 三(10节)",
"","","","","","","","","","Specialty","1-17周 四(3节)",
"18004113","器乐、声乐Ⅳ-2","鱼山校区","讲授","孙道东","1.5","32","48","","Specialty","1-17周 一(9节)",
"18004114","器乐、声乐Ⅳ-2","鱼山校区","讲授","邹威特","1.5","32","48","","Specialty","1-17周 五(6节)",
"18004022","管弦乐合奏Ⅱ-2","鱼山校区","讲授","贾巍","2.5","48","51","","Specialty","1-17周 二(10-11节)",
"18004009","管弦乐合奏Ⅲ-2","鱼山校区","讲授","贾巍","2.5","48","45","","Specialty","1-17周 二(10-11节)",
"18004021","管乐队合奏与训练Ⅱ-2","鱼山校区","讲授","陶艺","2.5","48","51","","Specialty","1-17周 四(10-11节)",
"18004008","管乐队合奏与训练Ⅲ-2","鱼山校区","讲授","陶艺","2.5","48","45","","Specialty","1-17周 四(10-11节)",
"18004026","民族管弦乐合奏Ⅱ-2","鱼山校区","讲授","郭亮","2.5","48","51","","Specialty","1-17周 三(10-11节)",
"18004011","民族管弦乐合奏Ⅲ-2","鱼山校区","讲授","郭亮","2.5","48","45","","Specialty","1-17周 三(10-11节)",
"18004018","伴奏技能训练Ⅱ-2","鱼山校区","讲授","许珊","2.5","48","51","","Specialty","1-17周 五(5-6节)",
"18004006","伴奏技能训练Ⅲ-2","鱼山校区","讲授","尹鹰","2.5","48","45","","Specialty","1-17周 五(3-4节)",
"18004028","实践音乐会Ⅱ-2","鱼山校区","讲授","贾巍","2.0","64","51","","Specialty","1-17周",
"18004014","实践音乐会Ⅲ-2","鱼山校区","讲授","贾巍","2.0","64","45","","Specialty","1-17周",
"18004042","实践音乐会Ⅰ","鱼山校区","讲授","贾巍","2.0","64","49","","Specialty","1-17周",
"18004005","实践音乐会Ⅳ","鱼山校区","讲授","贾巍","2.0","60","48","","Specialty","1-17周",
"18004003","毕业实习","鱼山校区","讲授","贾巍","4.0","120","48","","Specialty","1-17周",
"18004002","毕业论文","鱼山校区","讲授","贾巍","6.0","0","48","","Specialty","1-17周",
"18004037","管弦乐合奏Ⅰ-2","鱼山校区","讲授","贾巍","2.0","48","49","","Specialty","1-17周 二(10-11节)",
"18004036","管乐合奏Ⅰ-2","鱼山校区","讲授","陶艺","2.0","48","49","","Specialty","1-17周 四(10-11节)",
"18004039","民族管弦乐合奏Ⅰ-2","鱼山校区","讲授","郭亮","2.0","48","49","","Specialty","1-17周 三(10-11节)",
"18004034","伴奏技能训练Ⅰ-2","鱼山校区","讲授","许珊","2.0","48","49","","Specialty","1-17周 五(3-4节)",
"18004038","合唱指挥Ⅰ-2","鱼山校区","讲授","彭善友","2.0","48","49","","Specialty","1-17周 三(1-2节)",
"18004041","声乐（普修）Ⅰ-2","鱼山校区","讲授","郑琳","1.0","16","49","","Specialty","1-17周 五(9节)",
"18004019","钢琴基础（普修）Ⅱ-2","鱼山校区","讲授","邹允","1.0","16","51","","Specialty","1-17周 五(3-4节)双",
"01001009","化学与生物海洋学（英语）","崂山校区","讲授","外教(海气) 周杨","2.0","32","100","","Specialty","1-17周 日(10-11节)",
"01001019","流体力学I","崂山校区","讲授","王伟 张钰","4.0","64","28","6315（研讨）","Specialty","1-17周 二(3-4节)",
"","","","","","","","","6315（研讨）","Specialty","1-17周 四(3-4节)",
"01001020","流体力学I","崂山校区","讲授","郑桂珍 曹勇","4.0","64","28","6516","Specialty","1-17周 二(3-4节)",
"","","","","","","","","6516","Specialty","1-17周 四(3-4节)",
"01001021","流体力学I","崂山校区","讲授","刘福凯 孟静","4.0","64","28","6410","Specialty","1-17周 二(3-4节)",
"","","","","","","","","6410","Specialty","1-17周 四(3-4节)",
"01001022","流体力学I","崂山校区","讲授","徐浩森 曹勇","4.0","64","28","6408","Specialty","1-17周 二(3-4节)",
"","","","","","","","","6408","Specialty","1-17周 四(3-4节)",
"01001023","流体力学I","崂山校区","讲授","毛新燕 孟静","4.0","64","70","4403","Specialty","1-17周 二(3-4节)",
"","","","","","","","","4403","Specialty","1-17周 四(3-4节)",
"01001001","海洋学Ⅰ","崂山校区","讲授","吴克俭 张文清 刘永玲","3.5","64","105","6216","Specialty","1-17周 一(3-4节)",
"","","","","","","","","6216","Specialty","1-17周 三(3-4节)",
"01001005","海洋学Ⅰ","崂山校区","讲授","王秀芹 钱成春 刘永玲","3.5","64","28","6309（研讨）","Specialty","1-17周 二(1-2节)",
"","","","","","","","","6309（研讨）","Specialty","1-17周 四(1-2节)",
"01001006","海洋学Ⅰ","崂山校区","讲授","陈旭 王楠 刘永玲","3.5","64","28","6407（研讨）","Specialty","1-17周 二(1-2节)",
"","","","","","","","","6407（研讨）","Specialty","1-17周 四(1-2节)",
"01001007","海洋学Ⅰ","崂山校区","讲授","翟方国 管守德 刘永玲","3.5","64","30","6309（研讨）","Specialty","1-17周 一(3-4节)",
"","","","","","","","","6309（研讨）","Specialty","1-17周 三(3-4节)",
"01001008","海洋学Ⅰ","崂山校区","讲授","管守德 翟方国 刘永玲","3.5","64","90","4403","Specialty","1-17周 一(10-11节)",
"","","","","","","","","4403","Specialty","1-17周 三(10-11节)",
"01001002","学术英语Ⅱ","崂山校区","讲授","焦天喆 外教(海气)","3.0","64","30","6410","Specialty","1-17周 一(7-8节)",
"","","","","","","","","6410","Specialty","1-17周 二(5-6节)",
"","","","","","","","","6410","Specialty","1-17周 三(7-8节)",
"","","","","","","","","6410","Specialty","1-17周 五(3-4节)",
"","","","","","","","","6410","Specialty","1-17周 五(7-8节)",
"01001003","学术英语Ⅱ","崂山校区","讲授","张奕鹤 外教(海气)","3.0","64","30","6407（研讨）","Specialty","1-17周 一(7-8节)",
"","","","","","","","","6407（研讨）","Specialty","1-17周 二(5-6节)",
"","","","","","","","","6407（研讨）","Specialty","1-17周 三(7-8节)",
"","","","","","","","","6407（研讨）","Specialty","1-17周 五(3-4节)",
"","","","","","","","","6407（研讨）","Specialty","1-17周 五(7-8节)",
"01001004","学术英语Ⅱ","崂山校区","讲授","李明 外教(海气)","3.0","64","40","6409（研讨）","Specialty","1-17周 一(7-8节)",
"","","","","","","","","","Specialty","1-17周 二(5-6节)",
"","","","","","","","","6409（研讨）","Specialty","1-17周 三(7-8节)",
"","","","","","","","","6409（研讨）","Specialty","1-17周 五(3-4节)",
"","","","","","","","","6409（研讨）","Specialty","1-17周 五(7-8节)",
"01001016","学术英语Ⅳ","崂山校区","讲授","焦天喆 外教(海气)","2.5","64","30","6407（研讨）","Specialty","1-17周 一(10-11节)",
"","","","","","","","","6407（研讨）","Specialty","1-17周 二(7-8节)",
"","","","","","","","","6407（研讨）","Specialty","1-17周 三(5-6节)",
"","","","","","","","","6407（研讨）","Specialty","1-17周 五(1-2节)",
"01001017","学术英语Ⅳ","崂山校区","讲授","外教(海气) 马克刚","2.5","64","30","6410","Specialty","1-17周 一(10-11节)",
"","","","","","","","","6410","Specialty","1-17周 二(7-8节)",
"","","","","","","","","6410","Specialty","1-17周 三(5-6节)",
"","","","","","","","","6410","Specialty","1-17周 五(1-2节)",
"01001018","学术英语Ⅳ","崂山校区","讲授","外教(海气) 焦天喆","2.5","64","40","6409（研讨）","Specialty","1-17周 一(10-11节)",
"","","","","","","","","6409（研讨）","Specialty","1-17周 二(7-8节)",
"","","","","","","","","6409（研讨）","Specialty","1-17周 三(5-6节)",
"","","","","","","","","6409（研讨）","Specialty","1-17周 五(1-2节)",
"01001030","海洋要素计算","崂山校区","讲授","杜凌","3.5","64","30","6309（研讨）","Specialty","1-17周 二(3-4节)",
"","","","","","","","","6309（研讨）","Specialty","1-17周 五(1-2节)",
"01001031","海洋要素计算","崂山校区","讲授","李静凯 管长龙","3.5","64","55","4404","Specialty","1-17周 二(3-4节)",
"","","","","","","","","4404","Specialty","1-17周 五(1-2节)",
"01001049","海洋要素计算","崂山校区","讲授","钟文理","3.5","64","30","6309（研讨）","Specialty","1-17周 二(5-6节)",
"","","","","","","","","6409（研讨）","Specialty","1-17周 三(3-4节)",
"01001053","海洋要素计算","崂山校区","讲授","王颖颖 杨俊超","3.5","64","70","4403","Specialty","1-17周 二(5-6节)",
"","","","","","","","","4403","Specialty","1-17周 三(3-4节)",
"01001045","冰冻圈过程（英语）","崂山校区","讲授","外教(海气) 李涛","2.0","32","97","","Specialty","1-17周 四(11-12节)",
"01001044","数值海洋模拟（英语）","崂山校区","讲授","外教(海气) 姚志刚","2.0","32","116","","Specialty","1-17周 一(11-12节)",
"01001015","南大洋海洋地球科学（英语）","崂山校区","讲授","外教(海气) 王楠 翟羽佳","2.0","32","100","","Specialty","1-17周 二(11-12节)",
"01001026","大气科学概论","崂山校区","讲授","卢艳 谢瑞煌 黄菲","3.0","48","30","6309（研讨）","Specialty","1-17周 三(7-9节)",
"01001027","大气科学概论","崂山校区","讲授","石剑 王雅雯 赵园红","3.0","48","50","4404","Specialty","1-17周 三(7-9节)",
"01001037","物理海洋学","崂山校区","讲授","荣增瑞","4.0","64","30","6408","Specialty","1-17周 一(1-2节)",
"","","","","","","","","6408","Specialty","1-17周 三(1-2节)",
"01001038","物理海洋学","崂山校区","讲授","兰健 张志伟 黄晓冬","4.0","64","60","6408","Specialty","1-17周 一(5-6节)",
"","","","","","","","","6408","Specialty","1-17周 三(5-6节)",
"01001039","物理海洋学","崂山校区","讲授","黄晓冬 张志伟 兰健","4.0","64","70","6410","Specialty","1-17周 一(1-2节)",
"","","","","","","","","6410","Specialty","1-17周 三(1-2节)",
"01001040","物理海洋学","崂山校区","讲授","荆钊 张正光","4.0","64","80","4404","Specialty","1-17周 一(5-6节)",
"","","","","","","","","4404","Specialty","1-17周 三(5-6节)",
"01001024","区域海洋学","崂山校区","讲授","边昌伟","2.5","48","40","6309（研讨）","Specialty","1-17周 一(5-6节)",
"","","","","","","","","海气344(机房)","Specialty","1-17周 三(5-6节)双",
"01001025","区域海洋学","崂山校区","讲授","林霄沛 史久新 毛新燕","2.5","48","30","6407（研讨）","Specialty","1-17周 一(5-6节)",
"","","","","","","","","海气344(机房)","Specialty","1-17周 四(7-8节)",
"01001042","潮汐","崂山校区","讲授","李磊","2.0","32","80","4403","Specialty","1-10周 一(5-6节)",
"","","","","","","","","4403","Specialty","1-10周 三(1-2节)",
"01001033","流体力学II","崂山校区","讲授","郑桂珍 文凡 徐浩森","2.0","32","100","6216","Specialty","1-17周 二(7-8节)",
"01001032","海洋资源学","崂山校区","讲授","余静","2.0","32","100","6218","Specialty","1-17周 一(7-8节)",
"01001028","海洋数值模拟与预报","崂山校区","讲授","宋德海 姚志刚","2.0","40","45","4404","Specialty","1-17周 二(5-6节)",
"","","","","","","","","海气344(机房)","Specialty","13-16周 五(3-4节)",
"01001029","海洋数值模拟与预报","崂山校区","讲授","丁扬 姚志刚 宋德海","2.0","40","45","6408","Specialty","1-17周 二(5-6节)",
"","","","","","","","","海气344(机房)","Specialty","13-16周 三(3-4节)",
"01001041","毕业论文","崂山校区","讲授","荣增瑞 孟静 姚志刚","6.0","0","105","","Specialty","1-17周",
"01001043","毕业论文","崂山校区","讲授","荣增瑞 孟静 姚志刚","10.0","0","116","","Specialty","1-17周",
"01001034","物理海洋实验","崂山校区","讲授","陈旭","2.0","48","25","海气101(流体力学)","Specialty","3-15周 五(5-8节)",
"01001035","物理海洋实验","崂山校区","讲授","孟静","2.0","48","25","海气102(流体力学)","Specialty","3-15周 五(5-8节)",
"01001036","物理海洋实验","崂山校区","讲授","曹勇","2.0","48","30","海气103(流体力学)","Specialty","3-15周 五(5-8节)",
"01002001","Fortran程序设计","崂山校区","讲授","范磊 张艳婷 王旌旭","3.0","64","30","海气344(机房)","Specialty","1-17周 一(7-8节)",
"","","","","","","","","海气344(机房)","Specialty","1-17周 三(7-8节)",
"01002002","Fortran程序设计","崂山校区","讲授","张艳婷 滕诗文 范磊","3.0","64","60","海气344(机房)","Specialty","1-17周 一(5-6节)",
"","","","","","","","","海气344(机房)","Specialty","1-17周 二(7-8节)",
"01002010","数值天气预报","崂山校区","讲授","王玉玮 贾英来 赵园红","2.5","48","30","6409（研讨）","Specialty","1-17周 二(5-6节)",
"","","","","","","","","海气344(机房)","Specialty","1-17周 五(7-8节)单",
"01002011","数值天气预报","崂山校区","讲授","贾英来 赵园红 王玉玮","2.5","48","50","4404","Specialty","1-17周 三(3-4节)",
"","","","","","","","","海气344(机房)","Specialty","1-17周 五(7-8节)双",
"01002012","遥感气象学","崂山校区","讲授","王文彩 韩雷 滕诗文","3.0","48","60","4403","Specialty","1-17周 三(7-9节)",
"01002014","流体力学I","崂山校区","讲授","文凡","4.0","64","90","6216","Specialty","1-17周 一(5-6节)",
"","","","","","","","","6216","Specialty","1-17周 三(5-6节)",
"01002013","大气物理学","崂山校区","讲授","盛立芳 张艳婷","3.0","48","30","6309（研讨）","Specialty","1-17周 二(7-9节)",
"01002015","大气物理学","崂山校区","讲授","刘敬武 丁赛赛","3.0","48","30","6408","Specialty","1-17周 二(7-9节)",
"01002016","大气物理学","崂山校区","讲授","陈峥 王雅雯","3.0","48","30","4404","Specialty","1-17周 二(7-9节)",
"01002006","动力气象学","崂山校区","讲授","李建平 侯兆禄","4.0","64","80","4404","Specialty","1-17周 二(1-2节)",
"","","","","","","","","4404","Specialty","1-17周 四(1-2节)",
"01002007","动力气象学","崂山校区","讲授","许士斌 宋丰飞","4.0","64","30","6408","Specialty","1-17周 二(1-2节)",
"","","","","","","","","6408","Specialty","1-17周 四(1-2节)",
"01002008","动力气象学","崂山校区","讲授","李子良","4.0","64","30","6410","Specialty","1-17周 二(1-2节)",
"","","","","","","","","6410","Specialty","1-17周 四(1-2节)",
"01002009","流体力学Ⅱ","崂山校区","讲授","杨庆轩","2.0","32","80","6218","Specialty","1-10周 一(3-4节)",
"","","","","","","","","6218","Specialty","1-10周 五(3-4节)",
"01002018","天气预报实习","崂山校区","讲授","白燕 刘应辰 尹洁","2.0","64","30","海气313","Specialty","4-13周 一(1-4节)单",
"","","","","","","","","海气313","Specialty","4-13周 二(5-8节)单",
"","","","","","","","","海气313","Specialty","4-13周 三(5-8节)单",
"","","","","","","","","海气313","Specialty","4-13周 四(1-4节)单",
"01002019","天气预报实习","崂山校区","讲授","刘应辰 白燕 尹洁","2.0","64","55","海气314","Specialty","4-13周 一(1-4节)双",
"","","","","","","","","海气314","Specialty","4-13周 二(5-8节)双",
"","","","","","","","","海气314","Specialty","4-13周 三(5-8节)双",
"","","","","","","","","海气314","Specialty","4-13周 四(1-4节)双",
"01002017","毕业论文","崂山校区","讲授","王文彩 李春 刘应辰","8.0","0","82","","Specialty","1-17周",
"01001055","大学生职业发展教育Ⅲ","崂山校区","讲授","窦鹏 孙婧","1.0","16","50","4404","Specialty","3-12周 四(7-8节)",
"02004009","信号与系统","崂山校区","讲授","高博","4.0","64","80","","Specialty","1-16周 二(5-6节)",
"","","","","","","","","","Specialty","1-16周 三(3-4节)",
"02004008","微机技术及应用","崂山校区","讲授","方明强","3.0","48","120","8301","Specialty","1-16周 二(1-2节)单",
"","","","","","","","","8301","Specialty","1-16周 五(3-4节)",
"02004002","模拟电子技术基础","崂山校区","讲授","王运华 郑洪磊","4.0","64","50","6306","Specialty","1-16周 一(1-2节)",
"","","","","","","","","6306","Specialty","1-16周 三(1-2节)",
"02004004","模拟电子技术基础","崂山校区","讲授","郑洪磊 王运华","4.0","64","50","6306","Specialty","1-16周 二(5-6节)",
"","","","","","","","","6306","Specialty","1-16周 五(5-6节)",
"02004001","C程序设计","崂山校区","讲授","马纯永","3.0","64","40","","Specialty","1-16周 二(10-11节)",
"","","","","","","","","","Specialty","1-16周 三(7-8节)",
"02004003","C程序设计","崂山校区","讲授","田丰林","3.0","64","40","6306","Specialty","1-16周 一(10-11节)",
"","","","","","","","","","Specialty","1-16周 二(7-8节)",
"02004006","电磁场与电磁波","崂山校区","讲授","阎逢旗","2.5","40","70","6306","Specialty","1-16周 三(10-12节)",
"02004022","声学测量","崂山校区","讲授","高大治","1.5","32","60","","Specialty","1-16周 二(3-4节)",
"02004024","水声学原理","崂山校区","讲授","李小雷","4.0","80","60","","Specialty","1-16周 一(1-2节)",
"","","","","","","","","","Specialty","1-16周 四(3-4节)",
"","","","","","","","","6306","Specialty","1-16周 四(10-11节)双",
"02004017","海洋探测与数据处理","崂山校区","讲授","林巨","3.5","64","60","","Specialty","1-16周 三(3-4节)",
"","","","","","","","","","Specialty","1-16周 五(3-4节)",
"02004019","激光原理与技术","崂山校区","讲授","吴松华 尹彬","3.5","64","50","6305","Specialty","1-16周 二(5-6节)",
"","","","","","","","","","Specialty","1-16周 四(3-4节)双",
"02004014","海洋光学导论","崂山校区","讲授","陈树果","3.0","48","40","7507（研讨）","Specialty","1-16周 五(5-7节)",
"02004018","海洋遥感","崂山校区","讲授","赵朝方 徐青","3.0","48","50","","Specialty","1-16周 一(5-7节)",
"02004010","电声学","崂山校区","讲授","郁高坤","2.0","40","50","6306","Specialty","1-10周 二(1-2节)",
"","","","","","","","","","Specialty","1-10周 五(5-6节)",
"02004021","声呐信号处理","崂山校区","讲授","王良","3.0","64","50","","Specialty","1-16周 一(3-4节)",
"","","","","","","","","6306","Specialty","1-16周 三(5-6节)",
"02002002","传感器技术与海洋应用","崂山校区","讲授","戴光耀 尹彬","2.0","32","40","7509（研讨）","Specialty","1-16周 二(3-4节)",
"02002003","水色遥感","崂山校区","讲授","陈树果 王俊帷","2.0","32","40","6306","Specialty","1-16周 五(1-2节)",
"02004005","单片机原理与技术","崂山校区","讲授","于方杰 李炎","2.5","48","60","6305","Specialty","1-16周 二(10-12节)",
"02004023","声学基础实验","崂山校区","讲授","徐铭","1.5","48","30","","Specialty","3-14周 一(5-8节)",
"02004026","声学基础实验","崂山校区","讲授","徐铭","1.5","48","30","","Specialty","3-14周 二(5-8节)",
"02004012","海洋地理信息系统","崂山校区","讲授","韩勇 杨杰","3.0","48","50","6305","Specialty","1-16周 一(1-2节)",
"","","","","","","","","","Specialty","1-16周 三(5-6节)",
"02004025","微波遥感","崂山校区","讲授","曾侃 殷晓斌","2.0","32","50","","Specialty","1-16周 二(5-6节)",
"02004013","海洋地理信息系统专业实验","崂山校区","讲授","杨杰 韩勇","1.5","48","30","","Specialty","1-16周 五(10-12节)",
"02004007","海上实习","崂山校区","讲授","林巨","1.0","32","80","","Specialty","1-16周 日(11-12节)",
"02004020","开放实验Ⅱ","崂山校区","讲授","林巨","1.0","32","71","","Specialty","1-16周 日(7-8节)",
"02001121","热学","崂山校区","讲授","李春","3.0","48","80","8301","Specialty","1-16周 一(5-7节)",
"02001183","热学","崂山校区","讲授","张君诚","3.0","48","84","","Specialty","1-16周 一(5-6节)",
"","","","","","","","","","Specialty","1-16周 三(5-6节)",
"02001118","电磁学","崂山校区","讲授","张彦敏","4.0","64","80","6305","Specialty","1-16周 二(3-4节)",
"","","","","","","","","6305","Specialty","1-16周 四(3-4节)",
"02001182","电磁学","崂山校区","讲授","周龙文","4.0","64","84","","Specialty","1-16周 二(3-4节)",
"","","","","","","","","","Specialty","1-16周 四(3-4节)",
"02001148","应用光学","崂山校区","讲授","李颖","4.0","72","80","6305","Specialty","1-16周 一(3-4节)",
"","","","","","","","","6306","Specialty","1-16周 三(7-9节)",
"02001143","电磁场与电磁波","崂山校区","讲授","李学民","3.0","48","80","8301","Specialty","1-16周 五(7-8节)",
"","","","","","","","","8301","Specialty","1-17周 二(1-2节)双",
"02001128","原子物理学","崂山校区","讲授","史晓凤","3.0","48","100","6306","Specialty","1-16周 一(7-8节)单",
"","","","","","","","","8101","Specialty","1-16周 三(3-4节)",
"02001120","模拟电子技术","崂山校区","讲授","李千","4.0","64","130","8301","Specialty","1-16周 二(7-8节)",
"","","","","","","","","","Specialty","1-16周 五(1-2节)",
"02001124","数学物理方法","崂山校区","讲授","唐琐","5.0","80","130","8301","Specialty","1-16周 二(5-6节)",
"","","","","","","","","8301","Specialty","1-16周 四(10-12节)",
"02001174","数字电子技术实验","崂山校区","讲授","王俊帷","0.5","16","30","","Specialty","2-9周 五(5-6节)",
"02001175","数字电子技术实验","崂山校区","讲授","王俊帷","0.5","16","30","","Specialty","2-9周 五(10-11节)",
"02001176","数字电子技术实验","崂山校区","讲授","李炎","0.5","16","30","","Specialty","2-9周 一(10-11节)",
"02001122","物理学实验1","崂山校区","讲授","李冬萍","1.5","48","30","","Specialty","1-16周 三(7-9节)",
"02001173","物理学实验1","崂山校区","讲授","李冬萍","1.5","48","30","","Specialty","1-16周 三(10-12节)",
"02001127","物理学实验3","崂山校区","讲授","康颖","1.5","48","24","","Specialty","1-16周 三(5-7节)",
"02001177","物理学实验3","崂山校区","讲授","康颖","1.5","48","24","","Specialty","1-16周 三(10-12节)",
"02001137","物理学实验4","崂山校区","讲授","盖磊","1.5","48","24","","Specialty","1-16周 一(10-12节)",
"02001178","物理学实验4","崂山校区","讲授","盖磊","1.5","48","24","","Specialty","1-16周 一(2-4节)",
"02001155","光学系统设计","崂山校区","讲授","薛庆生","3.0","64","80","","Specialty","1-16周 一(5-6节)",
"","","","","","","","","6305","Specialty","1-16周 二(7-8节)",
"02001135","热力学和统计物理","崂山校区","讲授","杨爱玲","4.0","64","80","6305","Specialty","1-16周 二(1-2节)",
"","","","","","","","","6305","Specialty","1-16周 四(1-2节)",
"02001134","量子信息导论","崂山校区","讲授","李文东","3.0","48","120","6306","Specialty","1-16周 二(10-11节)单",
"","","","","","","","","6306","Specialty","1-16周 三(3-4节)",
"02001136","水声学原理","崂山校区","讲授","宋文华","3.0","48","60","6305","Specialty","1-12周 三(7-8节)",
"","","","","","","","","6305","Specialty","1-12周 五(5-6节)",
"02001129","高等量子力学","崂山校区","讲授","王兆明","3.0","48","60","6306","Specialty","1-16周 二(7-9节)",
"02001133","激光原理与技术","崂山校区","讲授","卢渊","4.0","64","80","6306","Specialty","1-16周 二(3-4节)",
"","","","","","","","","6306","Specialty","1-16周 四(3-4节)",
"02001141","工程制图与应用","崂山校区","讲授","程凯","1.5","32","130","8301","Specialty","1-16周 一(3-4节)",
"02001180","科研训练1","崂山校区","讲授","李颖","3.0","96","17","","Specialty","1-16周",
"02001181","科研训练1","崂山校区","讲授","李颖","3.0","96","12","","Specialty","1-16周",
"02001138","毕业论文","崂山校区","讲授","高朋","10.0","0","49","","Specialty","1-17周",
"02001150","毕业论文","崂山校区","讲授","唐潞","10.0","0","42","","Specialty","1-17周",
"02001117","创新与学术实训","崂山校区","讲授","高朋","2.0","48","100","6305","Specialty","1-16周 四(7-9节)",
"02001116","MATLAB程序设计与应用","崂山校区","讲授","李文东","3.0","64","120","","Specialty","1-16周 五(5-6节)",
"","","","","","","","","8301","Specialty","1-16周 五(10-11节)",
"02001123","理论力学","崂山校区","讲授","李丽萍","4.0","64","100","6306","Specialty","1-16周 一(3-4节)",
"","","","","","","","","6306","Specialty","1-16周 四(1-2节)",
"02001131","光电技术","崂山校区","讲授","王福鹏","3.0","64","80","6305","Specialty","1-16周 一(7-8节)",
"","","","","","","","","6305","Specialty","1-16周 三(10-11节)",
"02001132","光纤通信","崂山校区","讲授","王晶","4.0","80","80","6305","Specialty","1-16周 三(1-2节)",
"","","","","","","","","6305","Specialty","1-16周 五(7-9节)",
"02001130","固体物理","崂山校区","讲授","豆坤鹏","3.0","48","80","6305","Specialty","1-16周 三(5-6节)双",
"","","","","","","","","6305","Specialty","1-16周 五(3-4节)",
"02002001","数字电子技术实验","崂山校区","讲授","闫劢","1.0","32","30","","Specialty","2-9周 六(5-8节)",
"02002004","数字电子技术实验","崂山校区","讲授","阎逢旗","1.0","32","30","","Specialty","2-9周 三(5-8节)",
"02002005","数字电子技术实验","崂山校区","讲授","李炎","1.0","32","30","","Specialty","2-9周 一(5-8节)",
"03002039","无机化学 I2","崂山校区","讲授","孙宝维","2.0","32","55","4505","Specialty","1-17周 三(3-4节)",
"03002040","无机化学 I2","崂山校区","讲授","张婷","2.0","32","55","4505","Specialty","1-17周 五(3-4节)",
"03002009","物理化学 I2","崂山校区","讲授","李一鸣 包木太","3.0","48","70","","Specialty","1-17周 一(1-2节)双",
"","","","","","","","","","Specialty","1-17周 五(3-4节)",
"03002010","物理化学 I2","崂山校区","讲授","包木太 李一鸣","3.0","48","30","","Specialty","1-17周 一(1-2节)单",
"","","","","","","","","","Specialty","1-17周 三(1-2节)",
"03002016","仪器分析 I","崂山校区","讲授","张桂玲","3.0","48","51","4506","Specialty","1-17周 二(3-4节)",
"","","","","","","","","4506","Specialty","1-17周 五(1-2节)双",
"03002017","仪器分析 I","崂山校区","讲授","张洪海","3.0","48","51","","Specialty","1-12周 一(8-9节)",
"","","","","","","","","","Specialty","1-12周 二(3-4节)",
"03002030","有机化学 I2","崂山校区","讲授","李克强","2.0","32","50","4505","Specialty","1-17周 一(1-2节)",
"03002031","有机化学 I2","崂山校区","讲授","唐洪杰","2.0","32","30","4506","Specialty","1-17周 一(3-4节)",
"03002032","有机化学 I2","崂山校区","讲授","王铎","2.0","32","30","4505","Specialty","1-17周 一(3-4节)",
"03002041","无机化学实验 I2","崂山校区","实验","冯丽娟","1.5","48","19","","Specialty","1-17周 二(1-4节)",
"03002042","无机化学实验 I2","崂山校区","实验","孙宝维","1.5","48","19","","Specialty","1-17周 三(5-8节)",
"03002043","无机化学实验 I2","崂山校区","实验","张婷","1.5","48","19","","Specialty","1-17周 五(5-8节)",
"03002044","无机化学实验 I2","崂山校区","实验","张宏宇","1.5","48","19","","Specialty","1-17周 二(5-8节)",
"03002045","无机化学实验 I2","崂山校区","实验","付云朋","1.5","48","19","","Specialty","1-17周 一(5-8节)",
"03002046","无机化学实验 I2","崂山校区","实验","贾玉香","1.5","48","19","","Specialty","1-17周 四(1-4节)",
"03002033","有机化学实验 I2","崂山校区","实验","丁海兵","2.0","64","16","","Specialty","1-17周 一(10-12节)",
"03002034","有机化学实验 I2","崂山校区","实验","姜晓辉","2.0","64","16","","Specialty","1-17周 一(5-8节)",
"03002035","有机化学实验 I2","崂山校区","实验","李昌诚","2.0","64","16","","Specialty","1-17周 二(5-8节)",
"03002036","有机化学实验 I2","崂山校区","实验","李霞","2.0","64","16","","Specialty","1-17周 三(5-8节)",
"03002037","有机化学实验 I2","崂山校区","实验","辛宇","2.0","64","16","","Specialty","1-17周 五(5-8节)",
"03002038","有机化学实验 I2","崂山校区","实验","辛宇","2.0","64","16","","Specialty","1-17周 五(10-12节)",
"03002011","物理化学实验 I2","崂山校区","实验","王燕华","2.5","80","21","","Specialty","1-17周 三(5-8节)",
